x: 32.00 , y: 32.00 
x: 62.00 , y: 58.00 
x: 86.00 , y: 43.00 
x: 1.00 , y: 12.00 
x: 63.00 , y: 73.00 
x: 91.00 , y: 39.00 
x: 44.00 , y: 25.00 
x: 30.00 , y: 7.00 
x: 8.00 , y: 83.00 
x: 23.00 , y: 0.00 
x: 38.00 , y: 4.00 
x: 45.00 , y: 96.00 
x: 61.00 , y: 23.00 
x: 1.00 , y: 14.00 
x: 81.00 , y: 92.00 
x: 45.00 , y: 44.00 
x: 89.00 , y: 74.00 
x: 69.00 , y: 74.00 
x: 83.00 , y: 36.00 
x: 52.00 , y: 45.00 
x: 75.00 , y: 8.00 
x: 85.00 , y: 18.00 
x: 100.00 , y: 81.00 
x: 92.00 , y: 7.00 
x: 30.00 , y: 82.00 
x: 74.00 , y: 34.00 
x: 52.00 , y: 86.00 
x: 96.00 , y: 12.00 
x: 8.00 , y: 98.00 
x: 94.00 , y: 89.00 
x: 55.00 , y: 38.00 
x: 100.00 , y: 43.00 
x: 11.00 , y: 68.00 
x: 83.00 , y: 95.00 
x: 3.00 , y: 0.00 
x: 39.00 , y: 78.00 
x: 9.00 , y: 90.00 
x: 63.00 , y: 8.00 
x: 37.00 , y: 20.00 
x: 83.00 , y: 67.00 
x: 1.00 , y: 56.00 
x: 67.00 , y: 53.00 
x: 7.00 , y: 62.00 
x: 66.00 , y: 16.00 
x: 25.00 , y: 25.00 
x: 71.00 , y: 80.00 
x: 63.00 , y: 70.00 
x: 89.00 , y: 75.00 
x: 3.00 , y: 37.00 
x: 35.00 , y: 6.00 
x: 38.00 , y: 74.00 
x: 51.00 , y: 47.00 
x: 30.00 , y: 80.00 
x: 21.00 , y: 67.00 
x: 100.00 , y: 3.00 
x: 100.00 , y: 68.00 
x: 26.00 , y: 66.00 
x: 87.00 , y: 33.00 
x: 27.00 , y: 52.00 
x: 15.00 , y: 53.00 
x: 43.00 , y: 53.00 
x: 99.00 , y: 6.00 
x: 22.00 , y: 88.00 
x: 47.00 , y: 26.00 
x: 24.00 , y: 82.00 
x: 99.00 , y: 28.00 
x: 21.00 , y: 15.00 
x: 75.00 , y: 51.00 
x: 95.00 , y: 63.00 
x: 84.00 , y: 61.00 
x: 66.00 , y: 83.00 
x: 28.00 , y: 58.00 
x: 14.00 , y: 14.00 
x: 58.00 , y: 42.00 
x: 33.00 , y: 39.00 
x: 61.00 , y: 76.00 
x: 92.00 , y: 25.00 
x: 48.00 , y: 14.00 
x: 79.00 , y: 95.00 
x: 6.00 , y: 70.00 
x: 76.00 , y: 4.00 
x: 98.00 , y: 98.00 
x: 87.00 , y: 39.00 
x: 14.00 , y: 81.00 
x: 1.00 , y: 99.00 
x: 7.00 , y: 33.00 
x: 81.00 , y: 1.00 
x: 92.00 , y: 96.00 
x: 16.00 , y: 15.00 
x: 3.00 , y: 15.00 
x: 54.00 , y: 30.00 
x: 57.00 , y: 12.00 
x: 55.00 , y: 5.00 
x: 93.00 , y: 0.00 
x: 100.00 , y: 99.00 
x: 70.00 , y: 42.00 
x: 69.00 , y: 67.00 
x: 39.00 , y: 21.00 
x: 5.00 , y: 53.00 
x: 2.00 , y: 6.00 
x: 51.00 , y: 76.00 
x: 40.00 , y: 99.00 
x: 78.00 , y: 98.00 
x: 60.00 , y: 60.00 
x: 79.00 , y: 63.00 
x: 75.00 , y: 99.00 
x: 59.00 , y: 98.00 
x: 10.00 , y: 80.00 
x: 2.00 , y: 2.00 
x: 80.00 , y: 69.00 
x: 67.00 , y: 49.00 
x: 10.00 , y: 2.00 
x: 16.00 , y: 49.00 
x: 23.00 , y: 88.00 
x: 68.00 , y: 92.00 
x: 95.00 , y: 86.00 
x: 68.00 , y: 0.00 
x: 84.00 , y: 11.00 
x: 64.00 , y: 43.00 
x: 71.00 , y: 42.00 
x: 72.00 , y: 45.00 
x: 40.00 , y: 97.00 
x: 42.00 , y: 17.00 
x: 76.00 , y: 11.00 
x: 86.00 , y: 56.00 
x: 80.00 , y: 19.00 
x: 4.00 , y: 90.00 
